Entity,Code,Year,"Combined gross enrolment ratio for tertiary education, female","Combined gross enrolment ratio for tertiary education, male","Combined total net enrolment rate, secondary, male","Combined total net enrolment rate, secondary, female","Combined total net enrolment rate, primary, female","Combined total net enrolment rate, primary, male"
Australia,AUS,1910,0.19,1.52,4.26,3.67,64.58,99.99
Australia,AUS,1915,0.27,1.89,6.08,5.25,68.76,99.99
Australia,AUS,1920,0.4,3.55,8.58,7.44,72.94,99.99
Australia,AUS,1925,0.57,2.72,11.94,10.42,77.12,99.99
Australia,AUS,1930,0.81,2.85,16.35,14.38,81.29,99.99
Australia,AUS,1935,1.16,2.82,17.03,14.97,85.47,99.99
Australia,AUS,1940,1.65,4.04,22.2,19.01,89.65,99.99
Australia,AUS,1945,2.16,4.88,27.64,23.97,93.83,99.99
Australia,AUS,1950,5.55,10.71,45.89,34.97,98,98.18
Australia,AUS,1955,3.43,8.3,52.47,39.66,100,99.99
Australia,AUS,1960,7.07,18.8,38.76,54.25,82.3,80.75
Australia,AUS,1965,9.71,21.97,57.37,55.17,83.88,73.06
Australia,AUS,1970,11.2,21.77,75.32,73.56,91,91
Australia,AUS,1975,19.8,28.05,78.04,80,97,95.05
Australia,AUS,1980,23.9,26.85,74.08,78,100,99.99
Australia,AUS,1998,,,,,95.67511,93.89348
Australia,AUS,1999,,,,,95.67654,93.27764
Australia,AUS,2000,,,,,95.90952,92.99811
Australia,AUS,2003,,,,,96.398,93.42278
Australia,AUS,2004,,,,,96.66264,93.89243
Australia,AUS,2011,,,,,97.98201,97.1801
Australia,AUS,2012,,,,,98.2361,97.54392
Austria,AUT,1985,23.3034,27.66841,,,,
Austria,AUT,1986,24.68513,28.65137,,,,
Austria,AUT,1987,25.75888,29.80225,,,,
Austria,AUT,1988,27.39215,31.27842,,,,
Austria,AUT,1989,28.49334,32.6083,,,94.73198,93.86396
Austria,AUT,1990,30.45701,34.54273,,,,
Austria,AUT,1991,32.28714,37.01546,,,,
Austria,AUT,1992,35.3367,39.80557,,,,
Austria,AUT,1993,37.64519,41.82371,,,,
Austria,AUT,1994,40.39919,44.07291,,,,
Austria,AUT,1995,43.63571,46.27949,,,,
Austria,AUT,1996,46.64661,48.31025,,,,
Austria,AUT,1997,49.11815,50.00142,,,,
Austria,AUT,1998,52.47079,52.32442,,,,
Austria,AUT,2013,86.94741,72.6608,86.03004,86.42403,88.93992,87.85159
Austria,AUT,2014,86.27942,72.34681,86.40469,86.70508,89.46177,87.98192
Austria,AUT,2015,88.00541,73.76899,86.43909,86.99795,89.40543,87.82338
Austria,AUT,2016,90.82589,76.44529,87.22264,87.53142,89.691,88.03688
Austria,AUT,2017,92.4615,78.0511,86.88993,87.11869,,
Austria,AUT,2018,94.63156,79.20825,,,,
Austria,AUT,2019,95.31774,78.18315,,,,
Austria,AUT,2020,96.91481,78.13976,,,,
Austria,AUT,1820,0,0.48,0.01,0,10.76,44.29
Austria,AUT,1825,0.01,0.57,0.01,0,11.97,46.49
Austria,AUT,1830,0.01,0.68,0.01,0,13.3,48.7
Austria,AUT,1835,0.01,0.81,0.01,0,14.76,50.89
Austria,AUT,1840,0.01,0.97,0.01,0,16.34,53.07
Austria,AUT,1845,0.01,1.15,0.01,0,18.05,55.21
Austria,AUT,1850,0.01,1.64,1.42,0,19.91,57.3
Austria,AUT,1855,0.02,1.29,2.84,0,21.9,59.33
Austria,AUT,1860,0.02,1.21,4.26,0,24.03,61.29
Austria,AUT,1865,0.02,1.24,5.69,0,26.31,63.16
Austria,AUT,1870,0.03,1.68,7.11,0,28.72,64.93
Austria,AUT,1875,0.04,1.76,8.53,0,40.53,68.03
Austria,AUT,1880,0.04,1.78,9.96,0,52.35,71.14
Austria,AUT,1885,0.05,2.09,11.38,0,64.16,71.55
Austria,AUT,1890,0.06,2.16,12.8,0,45.44,99.99
Austria,AUT,1895,0.08,2.39,14.18,0,71.36,80.93
Austria,AUT,1900,0.09,2.67,15.54,0.02,80.85,75.77
Austria,AUT,1905,0.11,3.5,16.97,0.04,79.75,80.84
Austria,AUT,1910,0.14,4.27,18.37,0.09,79.06,85.52
Austria,AUT,1915,0.16,1.29,19.71,0.18,81.68,98.55
Austria,AUT,1920,1.16,9.1,21,0.32,84.3,99.99
Austria,AUT,1925,1.43,6.2,21.84,0.56,86.91,99.99
Austria,AUT,1930,1.76,8.71,22.72,0.94,89.53,99.99
Austria,AUT,1935,1.73,7.36,23.44,1.55,92.15,99.99
Austria,AUT,1940,1.16,3.73,23.92,2.49,94.77,99.99
Austria,AUT,1945,3.83,8.46,23.86,3.94,97.38,99.99
Austria,AUT,1950,0.93,11.9,23.06,6.12,100,99.99
Austria,AUT,1955,0.76,3,25.48,15.19,100,99.99
Austria,AUT,1960,3.8,12.03,52.9,45,91.49,90.53
Austria,AUT,1965,4.44,13.37,54.12,47.76,91.49,92.49
Austria,AUT,1970,7,16.43,68.92,67.04,89.74,94.16
Austria,AUT,1975,14.4,23.25,73.06,68.88,88,89.96
Austria,AUT,1980,20.3,26.06,68.84,69.8,88,86.04
Austria,AUT,1999,,,88.90513,88.02071,,
Austria,AUT,2000,,,88.73173,88.10903,91.79287,90.73421
Austria,AUT,2002,,,88.96933,87.81913,88.97418,87.79972
Austria,AUT,2003,,,89.01378,87.8824,88.28813,86.69818
Austria,AUT,2004,,,89.32327,87.84762,88.85032,86.60841
Austria,AUT,2005,,,89.64801,88.69619,88.85073,86.87727
Austria,AUT,2006,,,89.35486,89.17722,88.85265,87.66842
Austria,AUT,2007,,,88.5386,87.86998,88.66398,87.69637
Austria,AUT,2008,,,88.43362,87.88928,88.07856,87.45923
Austria,AUT,2009,,,88.21897,87.64705,87.99978,86.90947
Austria,AUT,2010,,,86.73783,86.85324,87.91347,86.84695
Austria,AUT,2011,,,86.56224,86.67158,87.84316,86.50884
Austria,AUT,2012,,,86.05021,86.23705,88.96676,87.8453
Austria,AUT,2001,,,,,90.85464,89.79216
Azerbaijan,AZE,1986,22.4855,25.26985,,,,
Azerbaijan,AZE,1991,19.68337,29.71086,,,94.78084,97.5025
Azerbaijan,AZE,1992,19.66094,30.57924,,,95.44674,96.8225
Azerbaijan,AZE,1993,18.27538,25.99751,,,93.76938,88.97354
Azerbaijan,AZE,1994,16.92038,21.70233,,,81.44887,85.00676
Azerbaijan,AZE,1995,17.16923,19.5771,,,90.40977,79.14057
Azerbaijan,AZE,1996,17.59162,18.57389,,,97.36618,89.79708
Azerbaijan,AZE,1997,17.14862,18.0349,,,89.18087,91.03595
Azerbaijan,AZE,2006,20.24594,19.33599,,,80.27636,85.8948
Azerbaijan,AZE,2007,19.5503,19.17566,,,83.05101,83.6655
Azerbaijan,AZE,2008,18.87043,19.22743,,,83.56243,84.1804
Azerbaijan,AZE,2009,18.93108,19.1841,,,84.35519,85.89344
Azerbaijan,AZE,2010,19.15638,19.36225,,,83.84758,84.97125
Azerbaijan,AZE,2011,19.80818,19.49063,,,85.40787,87.66476
Azerbaijan,AZE,2012,20.92553,19.97292,,,87.94237,90.12234
Azerbaijan,AZE,2013,22.62382,20.32954,,,91.6671,95.11849
Azerbaijan,AZE,2014,24.75323,21.67637,,,,
Azerbaijan,AZE,2015,27.48078,23.64264,,,,
Azerbaijan,AZE,2016,28.13302,23.89231,,,,
Azerbaijan,AZE,2017,29.03385,25.27021,,,94.68734,92.93884
Azerbaijan,AZE,2018,29.69345,25.90973,88.86419,88.15416,92.24746,92.57672
Azerbaijan,AZE,2019,34.01358,29.31668,,,,
Azerbaijan,AZE,2020,38.48449,32.3691,,,,
Azerbaijan,AZE,2021,41.85624,35.02227,,,,
Azerbaijan,AZE,1998,,,,,87.86644,89.55036
Azerbaijan,AZE,1999,,,,,92.18137,92.10293
Azerbaijan,AZE,2000,,,,,88.01044,88.46296
Azerbaijan,AZE,2001,,,,,84.72398,86.00602
Azerbaijan,AZE,2002,,,,,83.80379,85.79782
Azerbaijan,AZE,2003,,,,,80.81174,85.67921
Azerbaijan,AZE,2004,,,,,82.61313,85.73336
Azerbaijan,AZE,2005,,,,,81.43261,86.21761
Bahamas,BHS,1988,29.13519,13.01418,,,,
Bahamas,BHS,1995,22.13735,8.17964,,,,
Bahamas,BHS,1992,,,87.99338,90.55332,88.84671,88.22022
Bahamas,BHS,1993,,,88.47513,90.62214,89.7622,87.99956
Bahamas,BHS,1999,,,71.06988,70.34891,89.74714,91.33148
Bahamas,BHS,2004,,,79.01166,79.85233,88.85849,88.7557
Bahamas,BHS,2005,,,82.03181,82.22038,90.30662,90.17235
Bahamas,BHS,2006,,,82.87592,83.4111,86.02969,86.00939
Bahamas,BHS,2007,,,83.87675,87.11506,86.97546,86.89028
Bahamas,BHS,2008,,,82.8353,85.26774,85.40346,86.13934
Bahamas,BHS,2009,,,80.16377,82.93533,82.75083,80.87957
Bahamas,BHS,2010,,,77.38095,82.15272,80.59475,80.24957
Bahamas,BHS,2011,,,73.14867,76.3328,85.48546,85.68147
Bahamas,BHS,2012,,,72.91495,78.52802,79.82857,80.03246
Bahamas,BHS,2013,,,65.88574,71.12629,74.58828,74.87004
Bahamas,BHS,2014,,,71.18077,74.0697,75.76249,75.12108
Bahamas,BHS,2015,,,57.82323,59.99897,79.61804,80.01267
Bahamas,BHS,2016,,,65.25551,68.04682,76.43089,74.28374
Bahamas,BHS,2017,,,63.82813,66.43519,,
Bahamas,BHS,2018,,,59.92424,65.04684,75.13181,73.3337
Bahrain,BHR,1985,14.23268,10.25273,73.33706,71.89288,91.3604,90.75518
Bahrain,BHR,1986,15.79649,9.87957,77.61625,76.0207,95.87053,96.4042
Bahrain,BHR,1987,10.95316,8.28774,74.01282,73.65971,96.04177,95.01236
Bahrain,BHR,1988,16.60669,10.3788,,,97.88943,98.64034
Bahrain,BHR,1991,20.14646,14.57785,,,,
Bahrain,BHR,1992,21.12297,13.3013,,,97.96123,96.11754
Bahrain,BHR,1993,21.55945,14.08623,,,98.80626,97.28665
Bahrain,BHR,1994,20.85112,13.21341,87.66736,93.44872,99.01581,96.91251
Bahrain,BHR,1995,20.7599,12.84069,89.73895,94.18347,99.9328,98.33522
Bahrain,BHR,1996,22.34491,13.32423,,,,
Bahrain,BHR,1999,28.35757,15.97483,81.91997,87.69795,,
Bahrain,BHR,2003,40.59675,18.54952,80.75826,91.32535,94.70552,90.23009
Bahrain,BHR,2005,39.86463,13.00988,83.1024,93.00856,91.15046,87.23503
Bahrain,BHR,2006,38.32186,12.15796,83.7383,93.11401,93.4615,87.83552
Bahrain,BHR,2011,57.5012,33.60258,87.97455,87.1022,91.16974,89.33632
Bahrain,BHR,2012,60.93734,29.97971,82.73486,85.45677,91.84122,90.58725
Bahrain,BHR,2013,57.90605,25.87986,83.90717,86.90818,92.73228,91.81387
Bahrain,BHR,2014,57.54474,29.08769,87.55684,89.06943,94.69685,93.91978
Bahrain,BHR,2015,59.30616,30.94245,90.90495,91.29455,96.75294,96.17177
Bahrain,BHR,2016,62.99215,33.72034,92.29972,93.8923,96.98251,95.58039
Bahrain,BHR,2017,64.26851,33.9515,90.44694,94.42112,,
Bahrain,BHR,2018,67.84063,36.99245,86.97008,93.78209,95.85031,97.56867
Bahrain,BHR,2019,73.9172,41.01493,,,,
Bahrain,BHR,2020,78.51047,45.25967,,,,
Bahrain,BHR,2021,83.18124,48.93883,,,,
Bahrain,BHR,1989,,,75.30837,76.32677,98.79704,99.3119
Bahrain,BHR,1997,,,81.57764,89.40885,,
Bahrain,BHR,1998,,,82.72236,88.21678,,
Bahrain,BHR,2000,,,85.80863,90.54731,,
Bahrain,BHR,2001,,,85.80281,92.21486,95.6837,90.56126
Bahrain,BHR,2002,,,81.2614,91.24346,95.05905,91.28415
Bahrain,BHR,2004,,,82.12857,91.96687,93.73391,89.62588
Bahrain,BHR,2008,,,81.22738,88.59221,,
Bahrain,BHR,2009,,,82.70062,87.70018,,
Bahrain,BHR,2010,,,85.15745,87.10469,,
Bangladesh,BGD,1985,2.00541,8.04699,,,51.44759,73.93182
Bangladesh,BGD,1986,1.9593,7.843,,,51.01904,72.72791
Bangladesh,BGD,1987,1.60818,6.89072,,,50.24342,71.73678
Bangladesh,BGD,1988,1.19932,6.1027,,,64.54924,79.01743
Bangladesh,BGD,1989,1.19554,6.02739,,,64.80315,78.7201
Bangladesh,BGD,1990,1.36847,6.91299,,,68.95354,80.65551
Bangladesh,BGD,1999,3.70027,7.50031,45.34096,44.85033,,
Bangladesh,BGD,2000,3.70686,7.4866,45.82902,47.09899,,
Bangladesh,BGD,2001,4.59011,8.63469,45.93751,49.58639,,
Bangladesh,BGD,2002,4.14112,8.46487,46.63762,51.17523,,
Bangladesh,BGD,2003,4.17331,8.52506,46.30024,51.04549,,
Bangladesh,BGD,2004,3.78948,7.90937,44.634,45.94321,,
Bangladesh,BGD,2005,4.39797,8.41769,42.53033,45.41747,,
Bangladesh,BGD,2006,5.22811,9.41337,43.35556,45.90001,,
Bangladesh,BGD,2007,5.62739,10.16529,44.22933,46.63704,,
Bangladesh,BGD,2008,6.31145,11.40082,,,93.66587,91.5114
Bangladesh,BGD,2009,8.11878,13.53788,44.50241,48.25183,,
Bangladesh,BGD,2011,11.355673,16.34593,43.88896,50.83343,,
Bangladesh,BGD,2012,11.556668,15.994003,46.34225,53.12643,,
Bangladesh,BGD,2013,10.96611,16.02927,52.1058,56.53654,,
Bangladesh,BGD,2014,11.73842,15.919519,,,,
Bangladesh,BGD,2015,11.07527,16.41259,55.32819,63.11644,,
Bangladesh,BGD,2016,14.681141,20.953348,61.67048,68.92778,,
Bangladesh,BGD,2017,14.91033,21.27599,58.82658,68.87605,,
Bangladesh,BGD,2018,16.979649,24.011581,61.06971,72.27917,,
Bangladesh,BGD,2019,20.014442,27.862307,,,,
Bangladesh,BGD,2020,21.432364,26.402048,,,,
Bangladesh,BGD,2021,22.774796,27.335325,,,,
Bangladesh,BGD,1820,0,0.01,0.02,0,0.01,0.06
Bangladesh,BGD,1825,0,0.01,0.03,0,0.02,0.08
Bangladesh,BGD,1830,0,0.01,0.04,0,0.02,0.1
Bangladesh,BGD,1835,0,0.01,0.05,0,0.03,0.14
Bangladesh,BGD,1840,0,0.01,0.07,0,0.04,0.18
Bangladesh,BGD,1845,0,0.01,0.09,0,0.05,0.24
Bangladesh,BGD,1850,0,0.01,0.12,0,0.07,0.32
Bangladesh,BGD,1855,0,0.01,0.16,0,0.09,0.42
Bangladesh,BGD,1860,0,0.01,0.21,0,0.12,0.56
Bangladesh,BGD,1865,0,0.01,0.27,0,0.16,0.74
Bangladesh,BGD,1870,0,0.01,0.36,0.01,0.21,0.98
Bangladesh,BGD,1875,0,0.01,0.47,0.01,0.28,1.3
Bangladesh,BGD,1880,0,0.01,0.62,0.01,0.37,1.71
Bangladesh,BGD,1885,0,0.01,0.82,0.01,0.49,2.26
Bangladesh,BGD,1890,0,0.01,1.09,0.02,0.65,2.99
Bangladesh,BGD,1895,0,0.01,1.43,0.03,0.87,3.93
Bangladesh,BGD,1900,0,0.01,1.88,0.03,1.15,5.17
Bangladesh,BGD,1905,0,0.01,2.48,0.05,1.53,6.78
Bangladesh,BGD,1910,0,0.01,3.26,0.06,2.02,8.85
Bangladesh,BGD,1915,0,0.01,4.27,0.08,2.68,11.5
Bangladesh,BGD,1920,0,0.01,5.6,0.11,3.53,14.85
Bangladesh,BGD,1925,0,0.01,7.32,0.14,4.65,19.04
Bangladesh,BGD,1930,0,0.01,9.54,0.19,6.09,24.17
Bangladesh,BGD,1935,0.01,0.02,12.39,0.25,7.95,30.32
Bangladesh,BGD,1940,0.01,0.04,16.01,0.33,10.32,37.48
Bangladesh,BGD,1945,0.01,0.06,20.57,0.43,13.28,45.56
Bangladesh,BGD,1950,0.02,0.41,18.56,0.57,16.94,49.29
Bangladesh,BGD,1955,0.03,0.76,16.67,0.76,20.71,52.97
Bangladesh,BGD,1960,0.05,1.11,14.62,1,24.47,56.68
Bangladesh,BGD,1965,0.12,1.44,22.54,3,29.18,55.69
Bangladesh,BGD,1970,0.4,3.73,31.59,8,32,61.33
Bangladesh,BGD,1975,0.62,3.88,40.16,11,46,75.23
Bangladesh,BGD,1980,0.9,4.98,28.4,7,43.68,63.53
Bangladesh,BGD,1998,,,43.26009,40.60347,,
Bangladesh,BGD,2010,,,44.99704,50.41391,,
Barbados,BRB,1985,19.14179,19.5937,86.70942,88.9003,,
Barbados,BRB,1989,19.87523,13.81124,79.64266,84.05027,99.7782,99.61089
Barbados,BRB,1990,20.15621,13.41635,83.96147,73.66866,96.64845,98.4979
Barbados,BRB,1992,30.40519,24.42513,,,89.22107,90.21166
Barbados,BRB,1999,49.04191,21.25387,94.86361,94.93646,,
Barbados,BRB,2000,59.438,22.18694,92.50754,91.27349,95.50225,95.48335
Barbados,BRB,2001,57.0273,23.05115,87.85239,85.14533,94.46057,94.71765
Barbados,BRB,2007,81.60109,38.05153,90.49503,93.75514,95.58731,93.93256
Barbados,BRB,2009,104.26209,47.30798,83.9071,84.89659,94.49267,92.97882
Barbados,BRB,2010,95.81395,43.89679,85.22387,85.14956,95.69098,94.25287
Barbados,BRB,2011,90.57161,40.33463,86.16039,91.58659,93.91218,93.00467
Barbados,BRB,1820,0,0.01,0.08,0,1.99,18.9
Barbados,BRB,1825,0,0.01,0.1,0.01,2.5,22.14
Barbados,BRB,1830,0,0.01,0.14,0.01,3.14,25.81
Barbados,BRB,1835,0,0.01,0.18,0.01,3.93,29.94
Barbados,BRB,1840,0,0.01,0.25,0.01,4.92,34.54
Barbados,BRB,1845,0,0.01,0.33,0.02,6.13,39.57
Barbados,BRB,1850,0,0.01,0.45,0.02,7.63,45
Barbados,BRB,1855,0,0.01,0.6,0.03,9.44,50.75
Barbados,BRB,1860,0,0.01,0.81,0.04,11.64,68.41
Barbados,BRB,1865,0,0.01,1.08,0.06,14.27,63.51
Barbados,BRB,1870,0,0.01,1.45,0.08,17.38,72.46
Barbados,BRB,1875,0,0.01,1.94,0.11,21,52.43
Barbados,BRB,1880,0,0.01,2.59,0.14,25.14,53.05
Barbados,BRB,1885,0,0.02,3.47,0.19,29.81,39.58
Barbados,BRB,1890,0.01,0.02,3.32,0.26,38.08,48.66
Barbados,BRB,1895,0.01,0.03,3.86,0.35,46.36,37.93
Barbados,BRB,1900,0.01,0.03,2.94,0.47,54.64,90.47
Barbados,BRB,1905,0.01,0.04,2.72,0.63,62.91,86.07
Barbados,BRB,1910,0.02,0.06,3.11,0.85,71.19,94.01
Barbados,BRB,1915,0.02,0.07,2.74,1.14,70.89,62.54
Barbados,BRB,1920,0.03,0.09,4.26,1.53,70.58,37.88
Barbados,BRB,1925,0.03,0.11,2.96,2.05,70.28,55.24
Barbados,BRB,1930,0.04,0.14,3.46,2.75,69.98,60.53
Barbados,BRB,1935,0.06,0.18,3.7,3.67,69.67,71.51
Barbados,BRB,1940,0.07,0.23,4.89,4.89,69.37,93.14
Barbados,BRB,1945,0.09,0.29,0.45,17.6,69.06,99.99
Barbados,BRB,1950,0.12,0.36,36.48,30.32,68.76,68.76
Barbados,BRB,1955,0.12,0.36,39.61,31.22,70.95,66.93
Barbados,BRB,1960,0.86,0.73,42.26,32.3,81.37,99.99
Barbados,BRB,1965,2.47,3.36,70.28,29.45,78.83,99.99
Barbados,BRB,1970,3.9,3.9,62.42,68.4,89,92.98
Barbados,BRB,1975,6.9,13.32,70.11,76,100,99.99
Barbados,BRB,1980,16.3,14.7,86.99,85,97,95.02
Barbados,BRB,2002,,,88.09406,87.19142,91.74473,92.04583
Barbados,BRB,2003,,,89.80873,89.18286,91.25868,91.89592
Barbados,BRB,2004,,,91.01844,95.12096,89.78907,91.10775
Barbados,BRB,2005,,,92.35566,92.0335,90.20329,90.26677
Barbados,BRB,2006,,,91.74654,91.75268,91.85561,92.2514
Barbados,BRB,2008,,,87.56635,88.88199,96.96312,96.52808
Barbados,BRB,2014,,,98.62536,99.96777,93.18643,91.93435
Barbados,BRB,2018,,,90.61275,96.81848,95.73025,97.62735
Barbados,BRB,2015,,,,,94.08345,93.46147
Barbados,BRB,2016,,,,,95.91661,94.95992
Barbados,BRB,2017,,,,,94.19739,95.76215
Belarus,BLR,1991,53.0332,43.33455,,,,
Belarus,BLR,1996,48.7342,41.13327,,,,
Belarus,BLR,1997,50.95292,40.27959,,,,
Belarus,BLR,1998,55.51275,43.935,,,,
Belarus,BLR,1999,59.62613,45.87297,,,,
Belarus,BLR,2000,62.88157,47.55165,,,,
Belarus,BLR,2001,65.84157,49.48791,,,,
Belarus,BLR,2002,69.53142,50.99418,,,,
Belarus,BLR,2003,73.11997,52.99055,,,,
Belarus,BLR,2004,75.68182,54.75313,,,,
Belarus,BLR,2005,78.37187,57.22471,,,,
Belarus,BLR,2006,81.10433,58.83877,,,,
Belarus,BLR,2007,84.4546,59.49571,,,,
Belarus,BLR,2008,85.24425,57.91641,,,,
Belarus,BLR,2009,89.1432,60.55335,,,,
Belarus,BLR,2010,94.59196,65.39163,94.77209,95.05603,,
Belarus,BLR,2011,101.82048,71.35307,94.96454,95.43727,,
Belarus,BLR,2012,107.92172,77.12176,96.17692,96.57888,,
Belarus,BLR,2013,108.1111,79.79983,96.83213,98.00224,94.12549,92.38936
Belarus,BLR,2014,105.10836,78.6589,97.78248,98.35988,93.26351,92.97217
Belarus,BLR,2015,102.6146,77.24952,97.91342,99.13601,94.81762,93.16058
Belarus,BLR,2016,99.74855,77.26039,,,96.18941,95.98127
Belarus,BLR,2017,98.34385,79.09071,95.85298,96.92706,,
Belarus,BLR,2018,95.09214,80.17624,95.12669,96.18075,94.80403,95.04628
Belarus,BLR,2019,93.49079,82.33421,,,,
Belarus,BLR,2020,92.33138,81.17774,,,,
Belarus,BLR,2021,88.06191,76.73852,,,,
Belarus,BLR,1995,,,,,86.28125,89.97679
Belgium,BEL,1985,28.63893,33.03968,,,93.78456,92.00611
Belgium,BEL,1986,29.63289,33.63099,,,95.13323,93.51711
Belgium,BEL,1987,31.71804,34.21866,,,96.7241,94.69984
Belgium,BEL,1988,32.93776,35.03282,,,98.04386,95.79753
Belgium,BEL,1989,33.86312,37.17574,,,,
Belgium,BEL,1990,37.02041,38.31814,,,,
Belgium,BEL,1991,38.61205,39.58183,,,97.92838,95.21674
Belgium,BEL,1993,44.83135,44.87118,95.6409,96.34577,97.97415,97.37528
Belgium,BEL,1994,48.30473,47.54008,97.48127,98.48619,97.27382,96.82198
Belgium,BEL,1995,53.93652,52.95236,98.58061,99.52981,97.21866,96.94535
Belgium,BEL,1996,56.53869,54.39975,96.91298,98.47056,97.66343,97.42242
Belgium,BEL,1999,61.64086,52.82192,92.47698,94.74303,,
Belgium,BEL,2000,62.2943,54.23755,92.18191,94.3426,99.02054,98.783
Belgium,BEL,2001,63.73563,54.20781,93.00415,95.29059,,
Belgium,BEL,2002,64.58684,54.4196,93.7274,95.60755,98.75985,98.6013
Belgium,BEL,2003,65.33017,54.58419,95.84829,96.87225,97.74291,97.67993
Belgium,BEL,2004,67.14369,55.16501,97.29944,98.10025,96.32343,95.90416
Belgium,BEL,2005,67.916,54.53783,96.89721,98.22814,95.94271,95.55666
Belgium,BEL,2006,68.875,54.7231,97.62784,98.36325,96.15016,95.97223
Belgium,BEL,2007,68.51352,54.15079,95.89939,96.83959,97.18781,96.78395
Belgium,BEL,2008,69.47411,54.93643,94.14133,95.14791,97.77193,97.3647
Belgium,BEL,2009,72.61032,58.13866,92.99165,93.96336,97.64271,97.32787
Belgium,BEL,2010,75.92278,59.95715,92.22014,93.18099,97.45188,97.06578
Belgium,BEL,2011,78.31387,61.60891,92.13048,93.01853,97.57639,97.19343
Belgium,BEL,2012,80.1438,62.49104,92.81516,93.50603,97.81485,97.57406
Belgium,BEL,2013,81.53801,62.96122,93.20421,94.09263,97.82413,97.58212
Belgium,BEL,2014,82.77246,63.5087,93.45839,94.22357,97.63696,97.65095
Belgium,BEL,2015,84.66545,64.76877,93.23908,94.08609,98.01233,98.12012
Belgium,BEL,2016,86.02862,66.0998,93.9077,94.33716,98.24648,98.33888
Belgium,BEL,2017,90.46261,69.28979,94.81871,95.08123,98.87476,98.65984
Belgium,BEL,2018,89.737,68.54914,,,,
Belgium,BEL,2019,92.23224,68.63536,,,,
Belgium,BEL,2020,93.15635,69.25772,,,,
Belgium,BEL,1820,0,0.27,0.01,0,6.26,65.59
Belgium,BEL,1825,0,0.52,0.01,0,7.15,69.46
Belgium,BEL,1830,0,0.37,0.01,0,8.16,73.33
Belgium,BEL,1835,0,0.39,0.01,0,9.29,99.99
Belgium,BEL,1840,0,0.46,0.01,0,10.56,99.99
Belgium,BEL,1845,0,0.49,0.01,0,11.98,99.99
Belgium,BEL,1850,0,0.51,1.47,0,13.57,99.99
Belgium,BEL,1855,0,0.59,2.1,0,15.33,99.99
Belgium,BEL,1860,0,0.68,2.38,0,17.27,99.99
Belgium,BEL,1865,0,0.66,3.3,0.01,19.4,99.99
Belgium,BEL,1870,0,0.69,3.42,0.01,21.73,99.99
Belgium,BEL,1875,0,0.82,3.82,0.02,24.25,99.99
Belgium,BEL,1880,0.01,1.11,4.53,0.04,26.97,45.44
Belgium,BEL,1885,0.01,1.27,4.53,0.06,29.87,88.61
Belgium,BEL,1890,0.01,1.15,4.08,0.1,55.21,65.21
Belgium,BEL,1895,0.02,0.95,4.07,0.16,61.99,74.74
Belgium,BEL,1900,0.03,0.97,4.08,0.24,74.1,74.39
Belgium,BEL,1905,0.04,1.09,3.96,0.37,73.79,77.9
Belgium,BEL,1910,0.05,1.32,3.96,0.57,77.68,77.7
Belgium,BEL,1915,0.07,1.44,3.19,0.86,79.39,73.08
Belgium,BEL,1920,0.09,1.41,5.03,1.31,81.11,99.99
Belgium,BEL,1925,0.13,1.34,4.47,1.96,82.82,73.38
Belgium,BEL,1930,0.18,1.55,3.95,2.92,84.53,91.12
Belgium,BEL,1935,0.25,1.53,6.19,4.32,86.25,99.99
Belgium,BEL,1940,0.35,2.09,5.22,6.32,87.96,89.43
Belgium,BEL,1945,0.72,4.72,9.14,9.14,89.67,99.99
Belgium,BEL,1950,0.55,2.82,30.12,22.15,91.39,92.57
Belgium,BEL,1955,2.7,4.14,39.72,31.33,87.25,75.53
Belgium,BEL,1960,4.84,13.11,63.97,62,100,99.99
Belgium,BEL,1965,9.97,19.49,67.96,66,100,99.99
Belgium,BEL,1970,13,21.82,74.13,72.65,97.83,94.19
Belgium,BEL,1975,18.1,27.1,76.84,75.38,97.46,95.58
Belgium,BEL,1980,23.2,29.27,78.72,80.83,98,96.05
Belgium,BEL,1992,,,,,96.34972,93.90705
Belize,BLZ,2001,18.1911,11.19114,58.44096,61.89531,91.56216,92.35691
Belize,BLZ,2002,20.71158,12.36483,,,,
Belize,BLZ,2003,19.4279,12.30357,66.81806,69.34685,92.39922,91.83378
Belize,BLZ,2004,18.58242,12.27176,,,93.53502,93.07373
Belize,BLZ,2005,19.64816,12.45044,63.69728,66.33888,92.56206,93.36309
Belize,BLZ,2006,21.31478,12.7903,62.55181,66.93905,93.69454,93.56446
Belize,BLZ,2007,22.56836,13.82108,61.91411,66.44766,93.7401,93.04044
Belize,BLZ,2008,23.5508,14.64125,60.73391,66.04449,93.25755,94.36276
Belize,BLZ,2009,27.9654,16.8193,61.14248,66.30209,94.49347,95.34209
Belize,BLZ,2010,26.86474,16.83063,61.04829,66.26234,95.1229,95.70518
Belize,BLZ,2011,27.30625,16.46787,63.08268,67.60589,94.04731,96.23542
Belize,BLZ,2012,30.29557,18.32519,66.08784,68.82564,,
Belize,BLZ,2013,30.03308,18.29603,67.19701,71.07215,94.99419,96.47629
Belize,BLZ,2014,29.90883,18.09842,67.17583,71.28572,,
Belize,BLZ,2015,28.67228,17.83211,67.77098,71.03463,,
Belize,BLZ,2016,29.93244,18.48695,70.51574,73.67771,,
